filename,xmin,ymin,xmax,ymax,class,width,height
26423584250_612f177fef_b.jpg,736.9601572133168,275.8117490757856,789.9909833538841,543.4568507393715,Pedestrian,683.0,1024.0
26423584250_612f177fef_b.jpg,796.7250308261406,286.75324118115327,910.3625154130704,683.0,Pedestrian,683.0,1024.0
26423584250_612f177fef_b.jpg,796.7250308261406,286.75324118115327,910.3625154130704,683.0,Road,683.0,1024.0
26423584250_612f177fef_b.jpg,252.1068896424168,226.99598865896846,271.4673242909988,264.02865707764124,Pedestrian,683.0,1024.0
26423584250_612f177fef_b.jpg,203.2848335388409,222.78771950092425,219.2782829839704,252.24552655175964,Pedestrian,683.0,1024.0
26423584250_612f177fef_b.jpg,103.95726726263872,228.67930402773362,118.26718557336622,262.34534170887605,Pedestrian,683.0,1024.0
26423584250_612f177fef_b.jpg,168.7727342786683,223.62939644917546,178.87384401972875,255.6121187615527,Pedestrian,683.0,1024.0
26423584250_612f177fef_b.jpg,135.1023427866831,224.47103486968936,149.4122610974106,258.13707255083176,Pedestrian,683.0,1024.0
26423584250_612f177fef_b.jpg,30.72422163995068,215.21285813308688,45.03413995067817,256.4537957098039,Non Pedestrian,683.0,1024.0
26423584250_612f177fef_b.jpg,5.47144728729963,220.2627657116451,19.78134633168927,256.4537957098039,Non Pedestrian,683.0,1024.0
26423584250_612f177fef_b.jpg,70.70776818742293,218.57948887061727,79.54623921085081,248.87893434196656,Non Pedestrian,683.0,1024.0
26423584250_612f177fef_b.jpg,56.81874229346486,216.89617350185205,69.44512946979039,250.56221118299447,Non Pedestrian,683.0,1024.0
26423584250_612f177fef_b.jpg,279.04315659679406,218.57948887061718,287.4607737361282,247.19561897320142,Non Pedestrian,683.0,1024.0
26423584250_612f177fef_b.jpg,189.81670006165228,221.1044426598963,202.44308723797784,250.56221118299442,Road,683.0,1024.0
26423584250_612f177fef_b.jpg,2.1044042848335387,266.55361086692034,710.0238902589397,526.6238511626689,Road,683.0,1024.0
2739831_4.jpg,32.39269111603303,139.01655286423704,52.864517271909286,216.0236582654588,Pedestrian,244.0,330.0
2739831_4.jpg,73.33634342778556,133.8250635025349,90.05979905434704,217.75415471935952,Pedestrian,244.0,330.0
2739831_4.jpg,55.45953693114914,143.63120567375887,71.31798600463067,216.88890649240918,Pedestrian,244.0,330.0
2739831_4.jpg,120.62335953018768,134.11347517730496,135.04015301345686,221.21514762716092,Pedestrian,244.0,330.0
2739831_4.jpg,104.4765793386637,143.91963055116912,118.60502850493783,220.63829787234044,Pedestrian,244.0,330.0
2739831_4.jpg,92.65481871358688,134.40190005471518,105.05324157474865,172.18439716312056,Pedestrian,244.0,330.0
2739831_4.jpg,135.3284709325468,124.8841695582613,147.43856267566602,161.51300676494625,Pedestrian,244.0,330.0
2739831_4.jpg,178.29048066745426,132.38297872340425,196.1672739651381,221.50354609929082,Pedestrian,244.0,330.0
2739831_4.jpg,146.5735561225861,128.92198581560282,163.87368718418506,222.0803958541113,Pedestrian,244.0,330.0
2739831_4.jpg,207.41235915517743,122.0,230.47919177134102,221.791970976701,Pedestrian,244.0,330.0
